year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO,winning_age
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,"""for their analyses of markets with asymmetric information""",3-Jan,Individual,A. Michael Spence,1943-01-01,"Montclair, NJ",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA,58.0
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,"""for their analyses of markets with asymmetric information""",3-Jan,Individual,George A. Akerlof,1940-06-17,"New Haven, CT",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America,USA,61.0
2001,Economics,The Sveriges Riksbank Prize in Economic Sciences 2001,"""for their analyses of markets with asymmetric information""",3-Jan,Individual,Joseph E. Stiglitz,1943-02-09,"Gary, IN",United States of America,United States of America,Male,Columbia University,"New York, NY",United States of America,USA,58.0
2001,Literature,The Nobel Prize in Literature 2001,"""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",1-Jan,Individual,Sir Vidiadhar Surajprasad Naipaul,1932-08-17,,Trinidad,Trinidad,Male,,,,TON,69.0
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,"""for their discoveries of key regulators of the cell cycle""",3-Jan,Individual,Leland H. Hartwell,1939-10-30,"Los Angeles, CA",United States of America,United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,USA,62.0
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,"""for their discoveries of key regulators of the cell cycle""",3-Jan,Individual,Sir Paul M. Nurse,1949-01-25,Norwich,United Kingdom,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,GBR,52.0
2001,Medicine,The Nobel Prize in Physiology or Medicine 2001,"""for their discoveries of key regulators of the cell cycle""",3-Jan,Individual,Tim Hunt,1943-02-19,Neston,United Kingdom,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,GBR,58.0
2001,Peace,The Nobel Peace Prize 2001,"""for their work for a better organized and more peaceful world""",2-Jan,Individual,Kofi Annan,1938-04-08,Kumasi,Gold Coast (Ghana),Ghana,Male,,,,GHA,63.0
2001,Peace,The Nobel Peace Prize 2001,"""for their work for a better organized and more peaceful world""",2-Jan,Organization,United Nations (U.N.),,,,,,,,,,
2001,Physics,The Nobel Prize in Physics 2001,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",3-Jan,Individual,Carl E. Wieman,1951-03-26,"Corvallis, OR",United States of America,United States of America,Male,University of Colorado,"Boulder, CO",United States of America,USA,50.0
2001,Physics,The Nobel Prize in Physics 2001,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",3-Jan,Individual,Eric A. Cornell,1961-12-19,"Palo Alto, CA",United States of America,United States of America,Male,University of Colorado,"Boulder, CO",United States of America,USA,40.0
2001,Physics,The Nobel Prize in Physics 2001,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates""",3-Jan,Individual,Wolfgang Ketterle,1957-10-21,Heidelberg,West Germany (Germany),Germany,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,DEU,44.0
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",4-Jan,Individual,John B. Fenn,1917-06-15,"New York, NY",United States of America,United States of America,Male,Virginia Commonwealth University,"Richmond, VA",United States of America,USA,85.0
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",4-Jan,Individual,Koichi Tanaka,1959-08-03,Toyama City,Japan,Japan,Male,Shimadzu Corp.,Kyoto,Japan,JPN,43.0
2002,Chemistry,The Nobel Prize in Chemistry 2002,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",2-Jan,Individual,Kurt Wüthrich,1938-10-04,Aarberg,Switzerland,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,CHE,64.0
2002,Economics,The Sveriges Riksbank Prize in Economic Sciences 2002,"""for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty""",2-Jan,Individual,Daniel Kahneman,1934-03-05,Tel Aviv,British Mandate of Palestine (Israel),Israel,Male,Princeton University,"Princeton, NJ",United States of America,ISR,68.0
2002,Economics,The Sveriges Riksbank Prize in Economic Sciences 2002,"""for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms""",2-Jan,Individual,Vernon L. Smith,1927-01-01,"Wichita, KS",United States of America,United States of America,Male,George Mason University,"Fairfax, VA",United States of America,USA,75.0
2002,Literature,The Nobel Prize in Literature 2002,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",1-Jan,Individual,Imre Kertész,1929-11-09,Budapest,Hungary,Hungary,Male,,,,HUN,73.0
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",3-Jan,Individual,H. Robert Horvitz,1947-05-08,"Chicago, IL",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA,55.0
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",3-Jan,Individual,John E. Sulston,1942-03-27,Cambridge,United Kingdom,United Kingdom,Male,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,GBR,60.0
2002,Medicine,The Nobel Prize in Physiology or Medicine 2002,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",3-Jan,Individual,Sydney Brenner,1927-01-13,Germiston,South Africa,South Africa,Male,The Molecular Sciences Institute,"Berkeley, CA",United States of America,ZAF,75.0
2002,Peace,The Nobel Peace Prize 2002,"""for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development""",1-Jan,Individual,Jimmy Carter,1924-10-01,"Plains, GA",United States of America,United States of America,Male,,,,USA,78.0
2002,Physics,The Nobel Prize in Physics 2002,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",4-Jan,Individual,Masatoshi Koshiba,1926-09-19,Toyohashi,Japan,Japan,Male,University of Tokyo,Tokyo,Japan,JPN,76.0
2002,Physics,The Nobel Prize in Physics 2002,"""for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos""",4-Jan,Individual,Raymond Davis Jr.,1914-10-14,"Washington, DC",United States of America,United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,USA,88.0
2002,Physics,The Nobel Prize in Physics 2002,"""for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources""",2-Jan,Individual,Riccardo Giacconi,1931-10-06,Genoa,Italy,Italy,Male,Associated Universities Inc.,"Washington, DC",United States of America,ITA,71.0
2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for the discovery of water channels""",2-Jan,Individual,Peter Agre,1949-01-30,"Northfield, MN",United States of America,United States of America,Male,Johns Hopkins University,"Baltimore, MD",United States of America,USA,54.0
2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for structural and mechanistic studies of ion channels""",2-Jan,Individual,Roderick MacKinnon,1956-02-19,"Burlington, MA",United States of America,United States of America,Male,Rockefeller University,"New York, NY",United States of America,USA,47.0
2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,"""for methods of analyzing economic time series with common trends (cointegration)""",2-Jan,Individual,Clive W.J. Granger,1934-09-04,Swansea,United Kingdom,United Kingdom,Male,University of California,"San Diego, CA",United States of America,GBR,69.0
2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",2-Jan,Individual,Robert F. Engle III,1942-11-10,"Syracuse, NY",United States of America,United States of America,Male,New York University,"New York, NY",United States of America,USA,61.0
2003,Literature,The Nobel Prize in Literature 2003,"""who in innumerable guises portrays the surprising involvement of the outsider""",1-Jan,Individual,John M. Coetzee,1940-02-09,Cape Town,South Africa,South Africa,Male,,,,ZAF,63.0
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,"""for their discoveries concerning magnetic resonance imaging""",2-Jan,Individual,Paul C. Lauterbur,1929-05-06,"Sidney, OH",United States of America,United States of America,Male,University of Illinois,"Urbana, IL",United States of America,USA,74.0
2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,"""for their discoveries concerning magnetic resonance imaging""",2-Jan,Individual,Sir Peter Mansfield,1933-10-09,London,United Kingdom,United Kingdom,Male,"University of Nottingham, School of Physics and Astronomy",Nottingham,United Kingdom,GBR,70.0
2003,Peace,The Nobel Peace Prize 2003,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",1-Jan,Individual,Shirin Ebadi,1947-06-21,Hamadan,Iran,Iran,Female,,,,IRN,56.0
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",3-Jan,Individual,Alexei A. Abrikosov,1928-06-25,Moscow,Union of Soviet Socialist Republics (Russia),Russia,Male,Argonne National Laboratory,"Argonne, IL",United States of America,RUS,75.0
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",3-Jan,Individual,Anthony J. Leggett,1938-03-26,London,United Kingdom,United Kingdom,Male,University of Illinois,"Urbana, IL",United States of America,GBR,65.0
2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",3-Jan,Individual,Vitaly L. Ginzburg,1916-10-04,Moscow,Russia,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,RUS,87.0
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",3-Jan,Individual,Aaron Ciechanover,1947-10-01,Haifa,British Protectorate of Palestine (Israel),Israel,Male,Technion - Israel Institute of Technology,Haifa,Israel,ISR,57.0
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",3-Jan,Individual,Avram Hershko,1937-12-31,Karcag,Hungary,Hungary,Male,Technion - Israel Institute of Technology,Haifa,Israel,HUN,67.0
2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",3-Jan,Individual,Irwin Rose,1926-07-16,"Brooklyn, NY",United States of America,United States of America,Male,University of California,"Irvine, CA",United States of America,USA,78.0
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",2-Jan,Individual,Edward C. Prescott,1940-12-26,"Glens Falls, NY",United States of America,United States of America,Male,Arizona State University,"Tempe, AZ",United States of America,USA,64.0
2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",2-Jan,Individual,Finn E. Kydland,1943-12-01,Gjesdal,Norway,Norway,Male,Carnegie Mellon University,"Pittsburgh, PA",United States of America,NOR,61.0
2004,Literature,The Nobel Prize in Literature 2004,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",1-Jan,Individual,Elfriede Jelinek,1946-10-20,Mürzzuschlag,Austria,Austria,Female,,,,AUT,58.0
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",2-Jan,Individual,Linda B. Buck,1947-01-29,"Seattle, WA",United States of America,United States of America,Female,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,USA,57.0
2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",2-Jan,Individual,Richard Axel,1946-07-02,"New York, NY",United States of America,United States of America,Male,Columbia University,"New York, NY",United States of America,USA,58.0
2004,Peace,The Nobel Peace Prize 2004,"""for her contribution to sustainable development, democracy and peace""",1-Jan,Individual,Wangari Muta Maathai,1940-04-01,Nyeri,Kenya,Kenya,Female,,,,KEN,64.0
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",3-Jan,Individual,David J. Gross,1941-02-19,"Washington, DC",United States of America,United States of America,Male,University of California,"Santa Barbara, CA",United States of America,USA,63.0
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",3-Jan,Individual,Frank Wilczek,1951-05-15,"New York, NY",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA,53.0
2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",3-Jan,Individual,H. David Politzer,1949-08-31,"New York, NY",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA,55.0
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",3-Jan,Individual,Richard R. Schrock,1945-01-04,"Berne, IN",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA,60.0
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",3-Jan,Individual,Robert H. Grubbs,1942-02-27,"Possum Trot, KY",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA,63.0
2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",3-Jan,Individual,Yves Chauvin,1930-10-10,Menin,Belgium,Belgium,Male,Institut Français du Pétrole,Rueil-Malmaison,France,BEL,75.0
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",2-Jan,Individual,Robert J. Aumann,1930-06-08,Frankfurt-on-the-Main,Germany,Germany,Male,"University of Jerusalem, Center for Rationality",Jerusalem,Israel,DEU,75.0
2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",2-Jan,Individual,Thomas C. Schelling,1921-04-14,"Oakland, CA",United States of America,United States of America,Male,"University of Maryland, Department of Economics and School of Public Policy","College Park, MD",United States of America,USA,84.0
2005,Literature,The Nobel Prize in Literature 2005,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",1-Jan,Individual,Harold Pinter,1930-10-10,London,United Kingdom,United Kingdom,Male,,,,GBR,75.0
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",2-Jan,Individual,Barry J. Marshall,1951-09-30,Kalgoorlie,Australia,Australia,Male,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Nedlands,Australia,AUS,54.0
2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",2-Jan,Individual,J. Robin Warren,1937-06-11,Adelaide,Australia,Australia,Male,,Perth,Australia,AUS,68.0
2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",2-Jan,Organization,International Atomic Energy Agency (IAEA),,,,,,,,,,
2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",2-Jan,Individual,Mohamed ElBaradei,1942-06-17,Cairo,Egypt,Egypt,Male,,,,EGY,63.0
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",4-Jan,Individual,John L. Hall,1934-08-21,"Denver, CO",United States of America,United States of America,Male,University of Colorado,"Boulder, CO",United States of America,USA,71.0
2005,Physics,The Nobel Prize in Physics 2005,"""for his contribution to the quantum theory of optical coherence""",2-Jan,Individual,Roy J. Glauber,1925-09-01,"New York, NY",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA,80.0
2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",4-Jan,Individual,Theodor W. Hänsch,1941-10-30,Heidelberg,Germany,Germany,Male,Max-Planck-Institut,Garching,Germany,DEU,64.0
2006,Chemistry,The Nobel Prize in Chemistry 2006,"""for his studies of the molecular basis of eukaryotic transcription""",1-Jan,Individual,Roger D. Kornberg,1947-04-24,"St. Louis, MO",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA,59.0
2006,Economics,The Sveriges Riksbank Prize in Economic Sciences 2006,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",1-Jan,Individual,Edmund S. Phelps,1933-07-26,"Evanston, IL",United States of America,United States of America,Male,Columbia University,"New York, NY",United States of America,USA,73.0
2006,Literature,The Nobel Prize in Literature 2006,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",1-Jan,Individual,Orhan Pamuk,1952-06-07,Istanbul,Turkey,Turkey,Male,,,,TUR,54.0
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",2-Jan,Individual,Andrew Z. Fire,1959-04-27,"Stanford, CA",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA,47.0
2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",2-Jan,Individual,Craig C. Mello,1960-10-19,"New Haven, CT",United States of America,United States of America,Male,University of Massachusetts Medical School,"Worcester, MA",United States of America,USA,46.0
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",2-Jan,Organization,Grameen Bank,,,,,,,,,,
2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",2-Jan,Individual,Muhammad Yunus,1940-06-28,Chittagong,British India (Bangladesh),Bangladesh,Male,,,,BGD,66.0
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",2-Jan,Individual,George F. Smoot,1945-02-20,"Yukon, FL",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America,USA,61.0
2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",2-Jan,Individual,John C. Mather,1946-08-07,"Roanoke, VA",United States of America,United States of America,Male,NASA Goddard Space Flight Center,"Greenbelt, MD",United States of America,USA,60.0
2007,Chemistry,The Nobel Prize in Chemistry 2007,"""for his studies of chemical processes on solid surfaces""",1-Jan,Individual,Gerhard Ertl,1936-10-10,Bad Cannstatt,Germany,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,DEU,71.0
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",3-Jan,Individual,Eric S. Maskin,1950-12-12,"New York, NY",United States of America,United States of America,Male,Institute for Advanced Study,"Princeton, NJ",United States of America,USA,57.0
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",3-Jan,Individual,Leonid Hurwicz,1917-08-21,Moscow,Russia,Russia,Male,University of Minnesota,"Minneapolis, MN",United States of America,RUS,90.0
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",3-Jan,Individual,Roger B. Myerson,1951-03-29,"Boston, MA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA,56.0
2007,Literature,The Nobel Prize in Literature 2007,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",1-Jan,Individual,Doris Lessing,1919-10-22,Kermanshah,Persia (Iran),Iran,Female,,,,IRN,88.0
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",3-Jan,Individual,Mario R. Capecchi,1937-10-06,Verona,Italy,Italy,Male,University of Utah,"Salt Lake City, UT",United States of America,ITA,70.0
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",3-Jan,Individual,Oliver Smithies,1925-06-23,Halifax,United Kingdom,United Kingdom,Male,University of North Carolina,"Chapel Hill, NC",United States of America,GBR,82.0
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",3-Jan,Individual,Sir Martin J. Evans,1941-01-01,Stroud,United Kingdom,United Kingdom,Male,Cardiff University,Cardiff,United Kingdom,GBR,66.0
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",2-Jan,Individual,Albert Arnold (Al) Gore Jr.,1948-03-31,"Washington, DC",United States of America,United States of America,Male,,,,USA,59.0
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",2-Jan,Organization,Intergovernmental Panel on Climate Change (IPCC),,,,,,,,,,
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",2-Jan,Individual,Albert Fert,1938-03-07,Carcassonne,France,France,Male,Université Paris-Saclay,Orsay,France,FRA,69.0
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",2-Jan,Individual,Peter Grünberg,1939-05-18,Plzen,Czechoslovakia (Czech Republic),Czech Republic,Male,Forschungszentrum J&uuml;lich,J&uuml;lich,Germany,CZE,68.0
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",3-Jan,Individual,Martin Chalfie,1947-01-15,"Chicago, IL",United States of America,United States of America,Male,Columbia University,"New York, NY",United States of America,USA,61.0
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",3-Jan,Individual,Osamu Shimomura,1928-08-27,Kyoto,Japan,Japan,Male,Marine Biological Laboratory (MBL),"Woods Hole, MA",United States of America,JPN,80.0
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",3-Jan,Individual,Roger Y. Tsien,1952-02-01,"New York, NY",United States of America,United States of America,Male,University of California,"San Diego, CA",United States of America,USA,56.0
2008,Economics,The Sveriges Riksbank Prize in Economic Sciences 2008,"""for his analysis of trade patterns and location of economic activity""",1-Jan,Individual,Paul Krugman,1953-02-28,"New York, NY",United States of America,United States of America,Male,Princeton University,"Princeton, NJ",United States of America,USA,55.0
2008,Literature,The Nobel Prize in Literature 2008,"""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""",1-Jan,Individual,Jean-Marie Gustave Le Clézio,1940-04-13,Nice,France,France,Male,,,,FRA,68.0
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",4-Jan,Individual,Françoise Barré-Sinoussi,1947-07-30,Paris,France,France,Female,Institut Pasteur,Paris,France,FRA,61.0
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for his discovery of human papilloma viruses causing cervical cancer""",2-Jan,Individual,Harald zur Hausen,1936-03-11,Gelsenkirchen,Germany,Germany,Male,German Cancer Research Center,Heidelberg,Germany,DEU,72.0
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",4-Jan,Individual,Luc Montagnier,1932-08-18,Chabris,France,France,Male,World Foundation for AIDS Research and Prevention,Paris,France,FRA,76.0
2008,Peace,The Nobel Peace Prize 2008,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",1-Jan,Individual,Martti Ahtisaari,1937-06-23,Viipuri (Vyborg),Finland,Finland,Male,,,,FIN,71.0
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",4-Jan,Individual,Makoto Kobayashi,1944-04-07,Nagoya,Japan,Japan,Male,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,JPN,64.0
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",4-Jan,Individual,Toshihide Maskawa,1940-02-07,Nagoya,Japan,Japan,Male,Kyoto Sangyo University,Kyoto,Japan,JPN,68.0
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",2-Jan,Individual,Yoichiro Nambu,1921-01-18,Tokyo,Japan,Japan,Male,University of Chicago,"Chicago, IL",United States of America,JPN,87.0
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",3-Jan,Individual,Ada E. Yonath,1939-06-22,Jerusalem,British Mandate of Palestine (Israel),Israel,Female,Weizmann Institute of Science,Rehovot,Israel,ISR,70.0
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",3-Jan,Individual,Thomas A. Steitz,1940-08-23,"Milwaukee, WI",United States of America,United States of America,Male,Yale University,"New Haven, CT",United States of America,USA,69.0
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",3-Jan,Individual,Venkatraman Ramakrishnan,1952-07-02,"Chidambaram, Tamil Nadu",India,India,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,IND,57.0
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons""",2-Jan,Individual,Elinor Ostrom,1933-08-07,"Los Angeles, CA",United States of America,United States of America,Female,Indiana University,"Bloomington, IN",United States of America,USA,76.0
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for his analysis of economic governance, especially the boundaries of the firm""",2-Jan,Individual,Oliver E. Williamson,1932-09-27,"Superior, WI",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America,USA,77.0
2009,Literature,The Nobel Prize in Literature 2009,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",1-Jan,Individual,Herta Müller,1953-08-17,"Nitzkydorf, Banat",Romania,Romania,Female,,,,ROU,56.0
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",3-Jan,Individual,Carol W. Greider,1961-04-15,"San Diego, CA",United States of America,United States of America,Female,Johns Hopkins University,"Baltimore, MD",United States of America,USA,48.0
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",3-Jan,Individual,Elizabeth H. Blackburn,1948-11-26,"Hobart, Tasmania",Australia,Australia,Female,University of California,"San Francisco, CA",United States of America,AUS,61.0
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",3-Jan,Individual,Jack W. Szostak,1952-11-09,London,United Kingdom,United Kingdom,Male,Harvard Medical School,"Boston, MA",United States of America,GBR,57.0
2009,Peace,The Nobel Peace Prize 2009,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",1-Jan,Individual,Barack H. Obama,1961-08-04,"Honolulu, HI",United States of America,United States of America,Male,,,,USA,48.0
